Idx	Frequency	Coverage (%)	Phrase
53450	3	29.93	простуда
53451	3	29.93	области, устранена
53452	3	29.93	3 кв
53453	3	29.93	расследование крушения
53454	3	29.93	лавров: власти
53455	3	29.93	жительница приморья подозревается
53456	3	29.93	0,94%
53457	3	29.93	воровство
53458	3	29.93	непогоды,
53459	3	29.93	рф намерены
53460	3	29.93	доктора
53461	3	29.93	допускают,
53462	3	29.93	снв-3,
53463	3	29.93	ожидает улучшения
53464	3	29.93	с западом
53465	3	29.93	вызвавший
53466	3	29.93	узбекистан принял
53467	3	29.93	анголой
53468	3	29.93	абортов
53469	3	29.93	лунгин
53470	3	29.93	в одессе
53471	3	29.93	"сталинизм:
53472	3	29.93	гомоляко:
53473	3	29.93	умаров
53474	3	29.93	январь-сентябрь
53475	3	29.93	видит криминала
53476	3	29.93	полном ходу влетел
53477	3	29.93	восьмиклассница пропала
53478	3	29.93	домашний чм
53479	3	29.93	откроется 25
53480	3	29.93	ошиблись
53481	3	29.93	атлантике?
53482	3	29.93	об инвестициях
53483	3	29.93	калягина
53484	3	29.93	"кб
53485	3	29.93	интернет-проекта
53486	3	29.93	пострадавшим от наводнения
53487	3	29.93	обороняться
53488	3	29.93	матче апл
53489	3	29.93	обезьяна
53490	3	29.93	разрастается
53491	3	29.93	vera
53492	3	29.93	пообещал наказать
53493	3	29.93	курганский
53494	3	29.94	еще 17
53495	3	29.94	теракт,
53496	3	29.94	ранены при землетрясении
53497	3	29.94	субботе
53498	3	29.94	пропуск
53499	3	29.94	прежнем режиме
53500	3	29.94	россия-2012"
53501	3	29.94	по вине
53502	3	29.94	демократию"
53503	3	29.94	у руля
53504	3	29.94	нарушаются
53505	3	29.94	помощи у
53506	3	29.94	вторник вырос
53507	3	29.94	кузбасский
53508	3	29.94	футболистов для участия
53509	3	29.94	новый завод
53510	3	29.94	эрдоганом
53511	3	29.94	запашного
53512	3	29.94	игра"
53513	3	29.94	дефект
53514	3	29.94	меры предосторожности при гололеде
53515	3	29.94	северская
53516	3	29.94	лежал
53517	3	29.94	глава исполкома
53518	3	29.94	помощью вертолетов
53519	3	29.94	худрук балета
53520	3	29.94	намерен уйти
53521	3	29.94	посоветовали
53522	3	29.94	макет: вся россия
53523	3	29.94	одном павильоне
53524	3	29.94	вычислила
53525	3	29.94	нарушивших закон
53526	3	29.94	церковной
53527	3	29.94	на гаити
53528	3	29.94	обсуждает вопрос
53529	3	29.94	плеханова
53530	3	29.94	удвоил число
53531	3	29.94	полутора
53532	3	29.94	погибших и
53533	3	29.94	недоверии кабмину
53534	3	29.94	обыграла норвежцев
53535	3	29.94	приложений
53536	3	29.94	решать судьбу
53537	3	29.94	германская
53538	3	29.94	психолога
53539	3	29.94	южным суданом
53540	3	29.94	премьер-министру
53541	3	29.94	проигрывает
53542	3	29.94	демократических
53543	3	29.94	метро петербурга,
53544	3	29.94	заявляет об угрозе
53545	3	29.94	выделят матпомощь
53546	3	29.94	гарантирует,
53547	3	29.94	уровень, считает
53548	3	29.94	планировала
53549	3	29.94	гсчс
53550	3	29.94	химическому оружию
53551	3	29.94	фотографа,
53552	3	29.95	день похорон
53553	3	29.95	московской многоэтажки
53554	3	29.95	документалист
53555	3	29.95	возрасте 85 лет
53556	3	29.95	смартфоне
53557	3	29.95	может усилить
53558	3	29.95	будет получать
53559	3	29.95	со столицей
53560	3	29.95	понедельник,
53561	3	29.95	гомофобией
53562	3	29.95	дорожная
53563	3	29.95	абсолютный
53564	3	29.95	гуси
53565	3	29.95	- ек
53566	3	29.95	по сирии,
53567	3	29.95	центральном телеграфе
53568	3	29.95	интересно
53569	3	29.95	дегтярева
53570	3	29.95	за взяточничество
53571	3	29.95	"браво"
53572	3	29.95	чашу
53573	3	29.95	упал до
53574	3	29.95	путин: закон
53575	3	29.95	курортных
53576	3	29.95	галиче
53577	3	29.95	в селе
53578	3	29.95	события уральского федерального округа 28 июня
53579	3	29.95	отправленный
53580	3	29.95	паспорт рф
53581	3	29.95	иранец
53582	3	29.95	дали советы
53583	3	29.95	паспортах
53584	3	29.95	евтушенкову
53585	3	29.95	умеренно снижается
53586	3	29.95	приземлиться
53587	3	29.95	почти 130
53588	3	29.95	дети-сироты в
53589	3	29.95	свободу слова
53590	3	29.95	вологду
53591	3	29.95	санкциями ес
53592	3	29.95	б
53593	3	29.95	этикету
53594	3	29.95	смещен
53595	3	29.95	арабской весны
53596	3	29.95	омбудсмену
53597	3	29.95	числу побед
53598	3	29.95	пришвартовался
53599	3	29.95	почтит память
53600	3	29.95	договор о
53601	3	29.95	ск рф начал
53602	3	29.95	важно для
53603	3	29.95	cк
53604	3	29.95	sinisa cvijetic
53605	3	29.95	пропавшая в
53606	3	29.95	петербурге обвиняют
53607	3	29.95	роста цен
53608	3	29.95	серия землетрясений произошла
53609	3	29.95	руды
53610	3	29.95	преследовании
53611	3	29.95	с квартирами
53612	3	29.95	"норникеле",
53613	3	29.95	женевские
53614	3	29.95	рубль стабилизируется
53615	3	29.95	отказал защите
53616	3	29.95	венесуэльцев
53617	3	29.95	пока останется
53618	3	29.96	научились делать
53619	3	29.96	купит у
53620	3	29.96	млн руб зарплаты
53621	3	29.96	благополучно
53622	3	29.96	автопробега
53623	3	29.96	фас намерена
53624	3	29.96	помогут россиянам
53625	3	29.96	гальперин
53626	3	29.96	"марша миллионов"
53627	3	29.96	володин:
53628	3	29.96	тамани"
53629	3	29.96	получила право
53630	3	29.96	"четра"
53631	3	29.96	продолжит работу,
53632	3	29.96	трудных
53633	3	29.96	неготовность
53634	3	29.96	чп с ребенком
53635	3	29.96	футболисты "зенита" разгромили
53636	3	29.96	оскорблении полицейского
53637	3	29.96	рф ушел
53638	3	29.96	рождество"
53639	3	29.96	москве приостановят
53640	3	29.96	павловском посаде
53641	3	29.96	смоленские
53642	3	29.96	россией, заявил
53643	3	29.96	велось
53644	3	29.96	полудня
53645	3	29.96	выхода из
53646	3	29.96	"филадельфией"
53647	3	29.96	предотвратить?"
53648	3	29.96	сенаторы ввели
53649	3	29.96	автомобилестроении
53650	3	29.96	85-летие
53651	3	29.96	эра-глонасс
53652	3	29.96	покаялся
53653	3	29.96	выявлению
53654	3	29.96	икон
53655	3	29.96	отраслевую схему
53656	3	29.96	чачи
53657	3	29.96	неизвестные,
53658	3	29.96	металлоискатели
53659	3	29.96	видеонаблюдение
53660	3	29.96	дешевеющий
53661	3	29.96	&quot;новым известиям&quot;
53662	3	29.96	боковые
53663	3	29.96	центре москвы из-за
53664	3	29.96	устроило
53665	3	29.96	сми из-за
53666	3	29.96	сибура
53667	3	29.96	"золотого мяча"
53668	3	29.96	прямая трансляция брифинга
53669	3	29.96	переворотом
53670	3	29.96	милонова
53671	3	29.96	вояж
53672	3	29.96	пешеходам
53673	3	29.96	мотоцикл и
53674	3	29.96	роз
53675	3	29.96	апраксином дворе
53676	3	29.96	сотне
53677	3	29.96	г возрастет
53678	3	29.96	фотографию
53679	3	29.96	гаджиевым
53680	3	29.96	алла бут:
53681	3	29.96	фальшивомонетчики
53682	3	29.96	несколько авиарейсов
53683	3	29.96	изъяли у браконьеров
53684	3	29.96	консорциуму
53685	3	29.96	атакована
53686	3	29.96	заметку: неожиданные таможенные запреты
53687	3	29.96	является лидером
53688	3	29.96	хатико
53689	3	29.97	герреро
53690	3	29.97	турист скончался
53691	3	29.97	торгово-экономические связи
53692	3	29.97	кредитование"
53693	3	29.97	любит
53694	3	29.97	две тонны
53695	3	29.97	рпц готова
53696	3	29.97	рельса
53697	3	29.97	двадцатилетие
53698	3	29.97	мосгордума примет
53699	3	29.97	контрразведка
53700	3	29.97	праворадикалов
53701	3	29.97	херста
53702	3	29.97	опротестуют
53703	3	29.97	193 млн руб
53704	3	29.97	9 процентов
53705	3	29.97	распределены
53706	3	29.97	затянулась
53707	3	29.97	статье "теракт"
53708	3	29.97	шенгенские
53709	3	29.97	история президентских выборов
53710	3	29.97	упразднили
53711	3	29.97	защиту титула
53712	3	29.97	последствия землетрясения
53713	3	29.97	начинался -
53714	3	29.97	весах
53715	3	29.97	мосводосток
53716	3	29.97	оставил под стражей экс-главу
53717	3	29.97	документации
53718	3	29.97	изнасилование девочки
53719	3	29.97	волжский
53720	3	29.97	грабят
53721	3	29.97	пистолетов
53722	3	29.97	пользоваться
53723	3	29.97	арбузов
53724	3	29.97	адыгее обвиняют
53725	3	29.97	получил 8 лет
53726	3	29.97	фоне скандала
53727	3	29.97	пропадал
53728	3	29.97	ведомства,
53729	3	29.97	стихия
53730	3	29.97	горсобрание
53731	3	29.97	африканцев
53732	3	29.97	рузском районе подмосковья
53733	3	29.97	&quot;олимпстрой&quot;
53734	3	29.97	гостиную
53735	3	29.97	водители автобусов
53736	3	29.97	пятнице
53737	3	29.97	причал
53738	3	29.97	тайники
53739	3	29.97	о перемирии
53740	3	29.97	убившая
53741	3	29.97	северо-кавказского федеральных округов 27 декабря
53742	3	29.97	матвиенко: надо
53743	3	29.97	вылов
53744	3	29.97	стартовой площадке байконура
53745	3	29.97	санитарку
53746	3	29.97	петербург хочет
53747	3	29.97	фестиваль "зеркало"
53748	3	29.97	г запустит
53749	3	29.97	солдат-срочник
53750	3	29.97	заряда
53751	3	29.97	стал комментировать
53752	3	29.97	пифов
53753	3	29.97	беспокоится
53754	3	29.97	"мероприятия
53755	3	29.97	обстановки"
53756	3	29.97	идею создания
53757	3	29.98	более 40 человек погибли
53758	3	29.98	столкновениях с полицией
53759	3	29.98	оборудованию
53760	3	29.98	субсидию
53761	3	29.98	хористы
53762	3	29.98	"игры
53763	3	29.98	изъятию
53764	3	29.98	стал знаменитым
53765	3	29.98	0,33%
53766	3	29.98	проливные дожди
53767	3	29.98	настоящая
53768	3	29.98	переездах
53769	3	29.98	попал в
53770	3	29.98	надежность
53771	3	29.98	жилфонд минобороны
53772	3	29.98	построят бассейн
53773	3	29.98	кбр намерена
53774	3	29.98	хочет вести
53775	3	29.98	с трудом пробилась
53776	3	29.98	причинении ущерба
53777	3	29.98	косово,
53778	3	29.98	"тройки"
53779	3	29.98	выиграл первый
53780	3	29.98	округа 15-16
53781	3	29.98	цум
53782	3	29.98	шарм-эш-шейха
53783	3	29.98	зону бедствия
53784	3	29.98	чемпионата италии
53785	3	29.98	вспышек
53786	3	29.98	"лада"
53787	3	29.98	очевидцы взрыва
53788	3	29.98	полтавченко. биографическая справка
53789	3	29.98	новейшей
53790	3	29.98	газовом
53791	3	29.98	главным редактором
53792	3	29.98	2,9
53793	3	29.98	рф ведет
53794	3	29.98	два инспектора
53795	3	29.98	капзатраты
53796	3	29.98	модернизированы
53797	3	29.98	цдл
53798	3	29.98	эксперт: сша
53799	3	29.98	"финиксом"
53800	3	29.98	ухудшением
53801	3	29.98	подозреваемый во взятке
53802	3	29.98	"атлас"
53803	3	29.98	чушью
53804	3	29.98	"гайд-парка"
53805	3	29.98	правительством развитие
53806	3	29.98	курсы доллара
53807	3	29.98	эмир
53808	3	29.98	эту страну
53809	3	29.98	российские футбольные
53810	3	29.98	"спорного" арктического
53811	3	29.98	ростуризм создаст
53812	3	29.98	йонбёне
53813	3	29.98	будущее?
53814	3	29.98	франция готова
53815	3	29.98	своей недвижимости
53816	3	29.98	мэр снизило
53817	3	29.98	"гуляний"
53818	3	29.99	нижегородка
53819	3	29.99	церковью
53820	3	29.99	пропавшую девочку
53821	3	29.99	греческую
53822	3	29.99	этом сезоне
53823	3	29.99	томском селе
53824	3	29.99	акара
53825	3	29.99	индивидуальному плану
53826	3	29.99	тверь
53827	3	29.99	москве подорожали
53828	3	29.99	медведев уверен,
53829	3	29.99	олимпийская стройка
53830	3	29.99	"бронзу"
53831	3	29.99	продюсера кино "для взрослых"
53832	3	29.99	одну строчку
53833	3	29.99	от непогоды
53834	3	29.99	куриные
53835	3	29.99	"толмачево"
53836	3	29.99	город-спутник
53837	3	29.99	воздушной
53838	3	29.99	пригороде малгобека
53839	3	29.99	парализовало
53840	3	29.99	томском политехе
53841	3	29.99	избиению
53842	3	29.99	во льдах
53843	3	29.99	кабмин должен
53844	3	29.99	цензура
53845	3	29.99	эксперты видят
53846	3	29.99	зажигалкой
53847	3	29.99	один человек пострадал при пожаре
53848	3	29.99	млн руб построен
53849	3	29.99	иркутской области осуждены
53850	3	29.99	события, которые редакция "москва" планирует освещать 20 сентября
53851	3	29.99	"базель"
53852	3	29.99	рентгена
53853	3	29.99	лондон,
53854	3	29.99	проверит исполнение
53855	3	29.99	итоги недели в новосибирске:
53856	3	29.99	зеландию
53857	3	29.99	малая
53858	3	29.99	опк рф
53859	3	29.99	городецкий:
53860	3	29.99	кострома может
53861	3	29.99	достойны
53862	3	29.99	две девушки
53863	3	29.99	женщину-полицейского
53864	3	29.99	читал
53865	3	29.99	вводить войска
53866	3	29.99	онлайн-сми
53867	3	29.99	реалиям
53868	3	29.99	кудрин предлагает
53869	3	29.99	фас пока
53870	3	29.99	первая помощь при солнечном ударе
53871	3	29.99	21 февраля
53872	3	29.99	импортозамещению
53873	3	29.99	в мали
53874	3	29.99	круг us open
53875	3	29.99	учениях "восток"
53876	3	29.99	под рязанью,
53877	3	29.99	дорогах?
53878	3	29.99	мчс предупреждает об опасности схода
53879	3	29.99	московская милиция
53880	3	29.99	слежения
53881	3	30.00	снятие ареста
53882	3	30.00	обращались -
53883	3	30.00	открытом правительстве
53884	3	30.00	машина взорвалась
53885	3	30.00	перми потушен
53886	3	30.00	павлова
53887	3	30.00	изучит ситуацию
53888	3	30.00	разделенных
53889	3	30.00	укреплять
53890	3	30.00	260
53891	3	30.00	гаражей"
53892	3	30.00	параметрах
53893	3	30.00	разъяснения
53894	3	30.00	летающих лыжников
53895	3	30.00	"антарес"
53896	3	30.00	кремлю
53897	3	30.00	неделю снизились
53898	3	30.00	сносимых
53899	3	30.00	хочет остаться
53900	3	30.00	помощник прокурора
53901	3	30.00	раньше"
53902	3	30.00	каире погибли
53903	3	30.00	заповедные
53904	3	30.00	гололед и
53905	3	30.00	законопроект о средствах
53906	3	30.00	сочинской олимпиаде
53907	3	30.00	госпитали
53908	3	30.00	"вулверхэмптоном"
53909	3	30.00	кластеры
53910	3	30.00	призывает обаму
53911	3	30.00	"карл"
53912	3	30.00	судимостью
53913	3	30.00	$2,7 млн
53914	3	30.00	медведева,
53915	3	30.00	евразийский союз
53916	3	30.00	заявили правозащитники
53917	3	30.00	рф теряет
53918	3	30.00	"финикса"
53919	3	30.00	выборами президента
53920	3	30.00	"автомобилист"
53921	3	30.00	политубежище экс-министру
53922	3	30.00	академики
53923	3	30.00	80 тыс руб
53924	3	30.00	"мирному атому"
53925	3	30.00	свободных
53926	3	30.00	канары
53927	3	30.00	нелегалов,
53928	3	30.00	макаренко:
53929	3	30.00	вице-премьер иванов:
53930	3	30.00	сша почти
53931	3	30.00	жестким
53932	3	30.00	прекратиться
53933	3	30.00	израиль нанес
53934	3	30.00	смертника,
53935	3	30.00	делегации рф
53936	3	30.00	после инсульта
53937	3	30.00	вынужденной
53938	3	30.00	дождь"
53939	3	30.00	маркировке
53940	3	30.00	реактором
53941	3	30.00	материком остановлено
53942	3	30.00	заморозки ожидаются
53943	3	30.00	громким терактам
53944	3	30.00	научную
53945	3	30.00	гарантия
53946	3	30.01	мид россии призвал
53947	3	30.01	испытает
53948	3	30.01	насоса
53949	3	30.01	39,68 руб
53950	3	30.01	безосновательно
53951	3	30.01	больницах после
53952	3	30.01	спал
53953	3	30.01	7 тысяч
53954	3	30.01	турции в
53955	3	30.01	9 млн руб
53956	3	30.01	240
53957	3	30.01	исландии. справка
53958	3	30.01	башкирии, где
53959	3	30.01	продлил безвыигрышную серию
53960	3	30.01	наступлению
53961	3	30.01	провоторов
53962	3	30.01	привязали
53963	3	30.01	меры поддержки
53964	3	30.01	монти
53965	3	30.01	пожар бушует
53966	3	30.01	поволжья"
53967	3	30.01	подорван
53968	3	30.01	снижает цены
53969	3	30.01	4,6 млн руб
53970	3	30.01	дубиной
53971	3	30.01	воронежские спасатели объявили
53972	3	30.01	вс горного алтая
53973	3	30.01	градостроительстве
53974	3	30.01	лунохода
53975	3	30.01	подача тепла
53976	3	30.01	над "интером"
53977	3	30.01	пушкиным
53978	3	30.01	семилетний мальчик пропал
53979	3	30.01	лыжня"
53980	3	30.01	cбербанк
53981	3	30.01	москве ищут
53982	3	30.01	о гибели людей
53983	3	30.01	об ускорении
53984	3	30.01	темпов
53985	3	30.01	поднял вопрос
53986	3	30.01	трамвайные
53987	3	30.01	"музейную ночь"
53988	3	30.01	рсбу за
53989	3	30.01	псковском интернате
53990	3	30.01	киберпространстве
53991	3	30.01	обсудят экономическое
53992	3	30.01	украине нельзя
53993	3	30.01	умеренно
53994	3	30.01	шестеро погибших
53995	3	30.01	российского туриста
53996	3	30.01	рф советует
53997	3	30.01	кги предложил
53998	3	30.01	внутренний госдолг
53999	3	30.02	представители рф
54000	3	30.02	полуфинал "ролан гаррос"
54001	3	30.02	кубани восстановлено
54002	3	30.02	прививка
54003	3	30.02	"росхлебопродукту"
54004	3	30.02	усыновлениям
54005	3	30.02	куршском заливе
54006	3	30.02	беатификация
54007	3	30.02	вскрыт
54008	3	30.02	важным делам
54009	3	30.02	первая десятка
54010	3	30.02	звезды шоу-бизнеса
54011	3	30.02	браке
54012	3	30.02	95-летию
54013	3	30.02	ужасный
54014	3	30.02	признаки
54015	3	30.02	автобус опрокинулся
54016	3	30.02	томатная битва
54017	3	30.02	роснано вложит
54018	3	30.02	филологи
54019	3	30.02	литературу
54020	3	30.02	обсудить создание
54021	3	30.02	вину -
54022	3	30.02	о фильме
54023	3	30.02	гнесинке
54024	3	30.02	боснийские
54025	3	30.02	москомспорт
54026	3	30.02	преподаватели
54027	3	30.02	начальной
54028	3	30.02	начальница
54029	3	30.02	на восстановление
54030	3	30.02	диснея
54031	3	30.02	женщин,
54032	3	30.02	активистку
54033	3	30.02	с испанцами
54034	3	30.02	спецназовец
54035	3	30.02	заявляя
54036	3	30.02	подмосковье подозревают
54037	3	30.02	госрегулирования
54038	3	30.02	работодатели
54039	3	30.02	$5,5 млн
54040	3	30.02	финишной прямой
54041	3	30.02	почти 280
54042	3	30.02	египет:
54043	3	30.02	самооборона
54044	3	30.02	апреле в
54045	3	30.02	3,5 млн руб
54046	3	30.02	премьер пна
54047	3	30.02	фсб рф
54048	3	30.02	жвачкина
54049	3	30.02	закупке медоборудования
54050	3	30.02	однопартийца
54051	3	30.02	разбираться
54052	3	30.02	за аварию
54053	3	30.02	обезврежен
54054	3	30.02	1,2 млн кв м
54055	3	30.02	представителях
54056	3	30.02	федерального округа 22-23
54057	3	30.02	москве предлагают
54058	3	30.02	без тепла
54059	3	30.02	возможна,
54060	3	30.02	валера
54061	3	30.02	заторов
54062	3	30.02	хевроне
54063	3	30.02	"спайсом"
54064	3	30.02	садов"
54065	3	30.02	недостаточностью
54066	3	30.02	шести районах петербурга
54067	3	30.02	располагает информацией
54068	3	30.03	5 баллов
54069	3	30.03	ск проверит заявление
54070	3	30.03	отказался принять
54071	3	30.03	прогрессировать
54072	3	30.03	новый посол
54073	3	30.03	старейшему
54074	3	30.03	летнем чр
54075	3	30.03	отбора евро-2016
54076	3	30.03	$115 млн
54077	3	30.03	предполагаемой виновницы
54078	3	30.03	2 коп - до
54079	3	30.03	кр,
54080	3	30.03	ранчо
54081	3	30.03	2-й круг
54082	3	30.03	отпуске. советы фотографа
54083	3	30.03	10 кг
54084	3	30.03	паралимпиаде-2012
54085	3	30.03	санторин:
54086	3	30.03	мощностей
54087	3	30.03	8 дорогах петербурга
54088	3	30.03	в страну
54089	3	30.03	лнр: ополченцы
54090	3	30.03	трое взрослых и ребенок
54091	3	30.03	гок
54092	3	30.03	представит новую
54093	3	30.03	жилищное
54094	3	30.03	кэсон
54095	3	30.03	"лаборатория
54096	3	30.03	киберугроз
54097	3	30.03	о миротворцах
54098	3	30.03	лаг проведет
54099	3	30.03	каганов:
54100	3	30.03	albina zacharowa
54101	3	30.03	пожар на заводе
54102	3	30.03	яценюку
54103	3	30.03	поэт-фронтовик
54104	3	30.03	квартира сгорела
54105	3	30.03	закону"
54106	3	30.03	валюта
54107	3	30.03	- футболист
54108	3	30.03	расследует инцидент
54109	3	30.03	убирать
54110	3	30.03	ежегодные
54111	3	30.03	вар
54112	3	30.03	беспилотник уничтожил
54113	3	30.03	об исследовании
54114	3	30.03	будет восстановлен
54115	3	30.03	голландии откроют
54116	3	30.03	"ночных снайперов"
54117	3	30.04	туристы поднимались
54118	3	30.04	кристина
54119	3	30.04	будут заменены
54120	3	30.04	leonid
54121	3	30.04	вышла из
54122	3	30.04	открытый доступ
54123	3	30.04	передаче земли
54124	3	30.04	мирным
54125	3	30.04	человек протестовали
54126	3	30.04	новая сцена
54127	3	30.04	события уральского федерального округа 11-12
54128	3	30.04	закончился стрельбой
54129	3	30.04	млн руб нужно
54130	3	30.04	здание парламента
54131	3	30.04	"севмаша"
54132	3	30.04	пропаганды
54133	3	30.04	полицейский стрелял
54134	3	30.04	лесном хозяйстве
54135	3	30.04	преемственность
54136	3	30.04	боя периода
54137	3	30.04	десятки домов
54138	3	30.04	рф завершились
54139	3	30.04	повредили на юге
54140	3	30.04	силовики заявили,
54141	3	30.04	выборы!"
54142	3	30.04	москвы. справка
54143	3	30.04	консерваторы
54144	3	30.04	судимый
54145	3	30.04	треснувшего
54146	3	30.04	"авиадартсе"
54147	3	30.04	цар стали
54148	3	30.04	подставили
54149	3	30.04	"ливерпуль" победил
54150	3	30.04	13,2%
54151	3	30.04	тимерман:
54152	3	30.04	врачебных
54153	3	30.04	в домах
54154	3	30.04	птичьи рекорды
54155	3	30.04	рф соболезнуют
54156	3	30.04	работница
54157	3	30.04	"последний звонок"
54158	3	30.04	кордобу
54159	3	30.04	домашний скот
54160	3	30.04	финале теннисного турнира в
54161	3	30.04	pemex
54162	3	30.04	подмосковье потратило
54163	3	30.04	годовую
54164	3	30.04	рубль"
54165	3	30.04	манчестера
54166	3	30.04	презентовало
54167	3	30.04	из-за усиления
54168	3	30.04	должны дойти
54169	3	30.04	мешать работе
54170	3	30.04	$4,9 млрд
54171	3	30.04	праздник,
54172	3	30.04	контрацепции
54173	3	30.04	хочет баллотироваться
54174	3	30.04	определились соперники
54175	3	30.04	могут скорректировать
54176	3	30.04	остались без электричества
54177	3	30.04	планирует освещать 4
54178	3	30.04	получили право
54179	3	30.04	повысит уровень
54180	3	30.04	будут вводить
54181	3	30.05	получат материальную помощь
54182	3	30.05	за связи
54183	3	30.05	гагарин"
54184	3	30.05	принтере
54185	3	30.05	альянсом
54186	3	30.05	"прогрессе
54187	3	30.05	корреспонденты
54188	3	30.05	ищет способы
54189	3	30.05	из-за ухудшения
54190	3	30.05	нужно учесть
54191	3	30.05	"солик"
54192	3	30.05	докладчики
54193	3	30.05	арбатов:
54194	3	30.05	2-3 недели
54195	3	30.05	милиционер обвиняется
54196	3	30.05	центр рф
54197	3	30.05	может выкупить
54198	3	30.05	гибдд подмосковья
54199	3	30.05	игнашевич
54200	3	30.05	"эльдорадо"
54201	3	30.05	из-за дыма
54202	3	30.05	шесть пострадавших
54203	3	30.05	бизнес-план
54204	3	30.05	востребования
54205	3	30.05	ванино
54206	3	30.05	ясная погода
54207	3	30.05	экс-тренером
54208	3	30.05	выиграла бронзу чм
54209	3	30.05	фармацевты
54210	3	30.05	экс-глава ленобласти
54211	3	30.05	об уровне
54212	3	30.05	прихода
54213	3	30.05	фрегату
54214	3	30.05	афон
54215	3	30.05	жители петербурга
54216	3	30.05	искала
54217	3	30.05	экономию
54218	3	30.05	юдаева
54219	3	30.05	самые древние
54220	3	30.05	экранизации
54221	3	30.05	таблицы менделеева
54222	3	30.05	"уфой"
54223	3	30.05	почти 70%
54224	3	30.05	миссури
54225	3	30.05	бойкотируют
54226	3	30.05	английском футболе
54227	3	30.05	удержал победу
54228	3	30.05	коалиционное
54229	3	30.05	олимпийского турнира
54230	3	30.05	33,6 млрд руб
54231	3	30.05	поддержку шеина
54232	3	30.05	красноярской трассе
54233	3	30.05	ap:
54234	3	30.05	трех месяцев
54235	3	30.05	свердловская область в
54236	3	30.05	владимирской области
54237	3	30.05	осудил теракт
54238	3	30.05	политизированным
54239	3	30.05	почти сутки
54240	3	30.06	ссср)
54241	3	30.06	росприроднадзор возбудил
54242	3	30.06	археолог
54243	3	30.06	федеральном
54244	3	30.06	скважины
54245	3	30.06	мобильную связь
54246	3	30.06	тестов "формулы-1"
54247	3	30.06	владелица
54248	3	30.06	правчасе
54249	3	30.06	соседях
54250	3	30.06	конференцией
54251	3	30.06	основном в
54252	3	30.06	вальдман:
54253	3	30.06	киберугрозами
54254	3	30.06	четырех человек,
54255	3	30.06	сформировать комиссию
54256	3	30.06	швейцарских
54257	3	30.06	пентхаус
54258	3	30.06	бака
54259	3	30.06	просит разрешения
54260	3	30.06	сможет принять
54261	3	30.06	угрожает развитию
54262	3	30.06	пожизненному заключению
54263	3	30.06	29-м
54264	3	30.06	жданок:
54265	3	30.06	острове"
54266	3	30.06	урегулированию кризиса
54267	3	30.06	2007-2011 гг. справка
54268	3	30.06	арестована подозреваемая
54269	3	30.06	закрылся снижением
54270	3	30.06	неизвестный застрелил
54271	3	30.06	достижении
54272	3	30.06	оштрафованы за
54273	3	30.06	зырянов
54274	3	30.06	спортбазу
54275	3	30.06	"янтаре"
54276	3	30.06	цирковой
54277	3	30.06	события сибирского федерального округа 4
54278	3	30.06	спасителя. архивные кадры
54279	3	30.06	отвезли
54280	3	30.06	заявляет ск
54281	3	30.06	гд продлила
54282	3	30.06	поднялся выше
54283	3	30.06	отсудила у
54284	3	30.06	контрнаступление
54285	3	30.06	аварии, связанные
54286	3	30.06	нии генплана
54287	3	30.06	бросился
54288	3	30.06	ирака стали
54289	3	30.06	третьеклассник
54290	3	30.06	нагоняет страх
54291	3	30.06	нужно развивать
54292	3	30.06	юсуфов
54293	3	30.06	могут начать строить
54294	3	30.06	группового этапа
54295	3	30.06	пушек
54296	3	30.06	кварталы
54297	3	30.06	30 процентов
54298	3	30.06	$49 млрд
54299	3	30.06	участников акции протеста
54300	3	30.06	севере москвы,
54301	3	30.07	2011 г выделят
54302	3	30.07	центральной улице
54303	3	30.07	хк "автомобилист"
54304	3	30.07	разминирование
54305	3	30.07	псковская область
54306	3	30.07	хунин-6
54307	3	30.07	прокуроры проверяют
54308	3	30.07	папуа-новой гвинее
54309	3	30.07	выплатят компенсации
54310	3	30.07	27 июля
54311	3	30.07	охлобыстин подались
54312	3	30.07	us open,
54313	3	30.07	стреляя
54314	3	30.07	родилось
54315	3	30.07	boys
54316	3	30.07	2021 г
54317	3	30.07	кхл против
54318	3	30.07	новых санкций
54319	3	30.07	- приоритет
54320	3	30.07	гуллит
54321	3	30.07	омара
54322	3	30.07	мешала
54323	3	30.07	обрушился на
54324	3	30.07	ставит вопрос
54325	3	30.07	медведев: для
54326	3	30.07	законопроект о лишении
54327	3	30.07	японский премьер
54328	3	30.07	беслане,
54329	3	30.07	юбилейное
54330	3	30.07	предлагают ужесточить
54331	3	30.07	не сумела выйти
54332	3	30.07	федерального округа 27
54333	3	30.07	человек заболели
54334	3	30.07	панченко:
54335	3	30.07	обама намерен
54336	3	30.07	военный эксперт:
54337	3	30.07	ожиданиях новых
54338	3	30.07	3-му
54339	3	30.07	наркоторговцев из
54340	3	30.07	о пассажирах
54341	3	30.07	участием "скорой"
54342	3	30.07	лентой
54343	3	30.07	нарушения прав
54344	3	30.07	через белоруссию
54345	3	30.07	керченской
54346	3	30.07	гайд-парков
54347	3	30.07	тридцати
54348	3	30.07	украина угрожает
54349	3	30.07	дтп со смертельным исходом
54350	3	30.07	встречать
54351	3	30.07	вновь посетит
54352	3	30.07	ер обсудит
54353	3	30.07	турецкая авиация нанесла
54354	3	30.07	школьной скамьи
